SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_800_30,319600,5226100,161646,1709500,6747,187300,8463,128100,9508,154200,
seq_800_31,319600,5204400,162787,1660400,6717,184000,8586,128000,8015,142200,
seq_800_32,319600,5444300,156969,1672800,6729,189200,8301,134400,8294,142400,
seq_800_33,319600,5302400,165542,1729200,6713,193400,8144,123400,8190,148500,
seq_800_34,319600,5297900,161943,1693000,6728,191000,8383,124000,8609,149700,
seq_800_35,319600,5417000,154410,1614700,6702,208800,9757,152100,8745,154400,
seq_800_36,319600,5243500,155467,1635900,6734,188700,8074,129500,7981,140700,
seq_800_37,319600,5251300,158875,1664000,6704,191800,8840,138000,9062,162100,
seq_800_38,319600,5513400,160301,1709500,6718,477600,8547,128400,9147,159800,
seq_800_39,319600,5204500,154239,1612600,6719,189900,8023,127900,8446,153300,
seq_800_40,319600,5208100,155526,1627300,6715,189300,8008,133300,8489,151300,
seq_800_41,319600,5348600,154775,1658000,6714,209000,9158,132500,8025,146400,
seq_800_42,319600,5192500,167343,1705300,6691,185600,8397,124900,8489,146300,
seq_800_43,319600,5337800,170526,1738000,6701,185200,7841,119300,7982,145900,
seq_800_44,319600,5202900,162877,1705500,6734,183100,9220,129100,8016,137100,
seq_800_45,319600,5193100,159628,1627600,6689,184300,8667,122400,8410,146600,
seq_800_46,319600,5211800,161860,1648600,6761,187600,7779,122600,8684,155100,
seq_800_47,319600,5213500,160509,1635600,6731,183000,7852,122100,8684,144100,
seq_800_48,319600,5291200,163660,1667100,6751,186800,8523,121200,8259,146700,
seq_800_49,319600,5246500,162954,1707100,6713,185600,8543,124600,7921,142300,
seq_800_50,319600,5244000,161862,1687000,6745,186900,8184,129000,7921,140100,
seq_800_51,319600,5130000,166180,1724400,6744,181500,8301,121700,8455,145300,
seq_800_52,319600,5185500,158414,1658800,6716,188900,7845,125000,7851,137700,
seq_800_53,319600,5217300,157188,1662300,6736,183400,8352,122000,8521,147800,
seq_800_54,319600,5165700,162498,1660400,6708,185400,8637,130300,8819,147400,
seq_800_55,319600,5359600,159666,1628000,6712,186200,8812,132600,7559,143100,
seq_800_56,319600,5146300,160914,1734800,6734,182700,8233,126400,8137,143600,
seq_800_57,319600,5115000,158182,1654300,6697,186100,7860,123800,7975,140700,
seq_800_58,319600,5355700,157456,1618800,6710,186000,8480,199800,9930,164700,
seq_800_59,319600,5291300,156961,1651300,6738,188000,8244,132500,7777,146600,
seq_800_60,319600,5256900,158040,1654200,6736,188000,8135,131100,8772,154700,
seq_800_61,319600,5204500,159462,1624700,6729,185500,8384,125400,9187,154900,
seq_800_62,319600,5304000,163445,1671200,6737,185900,8669,128800,8711,144200,
seq_800_63,319600,5109600,164043,1672000,6726,475400,8010,125100,8614,148300,
seq_800_64,319600,5181700,157562,1609000,6750,185700,8044,123500,7884,145100,
seq_800_65,319600,5122100,161956,1836400,6725,187900,8209,127900,9004,148600,
seq_800_66,319600,5096900,163243,1666100,6695,181800,9099,141100,10414,162200,
seq_800_67,319600,5709600,150911,1539300,6724,186300,8333,133500,8133,144000,
seq_800_68,319600,5106500,164073,1706800,6713,185200,8540,142000,8312,143500,
seq_800_69,319600,5203600,158315,1622200,6708,183300,7916,125900,8882,139100,
seq_800_70,319600,5252200,159909,1725900,6728,516700,9227,135000,8657,145900,
seq_800_71,319600,5112600,162360,1655000,6747,193200,8472,136400,9901,147200,
seq_800_72,319600,5640700,158101,1611700,6744,186200,8281,133200,7943,142000,
seq_800_73,319600,5359900,163949,1716800,6725,183100,8619,129500,8113,139700,
seq_800_74,319600,5252800,163603,1665500,6686,185400,9025,135500,7370,135600,
seq_800_75,319600,5220400,154378,1575800,6689,187500,8009,121600,8455,143800,
seq_800_76,319600,5086900,162227,1651900,6726,185700,7613,115700,8362,148000,
seq_800_77,319600,5241500,157353,1704500,6716,187100,8499,122000,10603,173200,
seq_800_78,319600,5104600,159113,1629200,6714,182800,8244,125600,8241,135600,
seq_800_79,319600,5189900,157475,1605000,6735,185500,7708,119300,8272,150300,
seq_800_80,319600,5114600,161603,1645500,6713,184200,8111,129100,8304,154000,
seq_800_81,319600,5116900,160496,1637300,6718,184600,8325,121200,10033,169400,
seq_800_82,319600,5443200,161637,1646600,6727,184100,8170,123900,8219,141700,
seq_800_83,319600,5189300,158082,1612000,6726,186600,7960,124700,9222,152500,
seq_800_84,319600,5072800,156370,1593800,6705,186700,9205,142100,9102,157300,
seq_800_85,319600,5601700,158029,1643500,6702,189300,8172,128900,8118,145700,
seq_800_86,319600,5221400,158733,1670200,6705,184300,8741,130100,9160,159900,
seq_800_87,319600,5140400,163192,1663000,6720,185000,8717,131600,8878,150000,
seq_800_88,319600,5175000,155579,1588700,6703,463400,9324,126600,8715,146400,
seq_800_89,319600,5057100,156217,1591500,6719,186800,7826,123200,8668,153600,
seq_800_90,319600,5045400,156621,1599600,6735,183800,8182,120500,7884,137700,
seq_800_91,319600,5258600,161806,1652700,6701,184700,8545,122800,9137,161300,
seq_800_92,319600,5112600,156061,1593600,6688,180700,8532,138200,8502,138900,
seq_800_93,319600,5343100,159520,1627800,6736,183200,7633,116800,8539,151500,
seq_800_94,319600,5147000,159683,1748900,6743,184800,8422,127500,8315,137200,
seq_800_95,319600,5103100,156180,1592600,6743,183600,8191,131300,9685,151600,
seq_800_96,319600,5389300,162132,1654900,6730,183200,8554,139400,8129,135600,
seq_800_97,319600,5134000,166775,1784400,6719,184900,8412,126300,8651,142700,
seq_800_98,319600,5285700,157300,1603500,6700,185000,8763,131000,8809,149900,
seq_800_99,319600,5634900,154430,1634200,6717,190700,8291,130000,8099,145500,
seq_850_0,360825,5927000,180531,1945300,7209,507700,10436,145400,9444,155000,
seq_850_1,360825,5867700,181670,1854500,7206,197700,8949,131100,9957,160200,
seq_850_2,360825,5825400,179848,1878600,7209,201200,9099,131500,9139,156800,
seq_850_3,360825,5929000,182589,1864200,7232,198200,8501,128100,9512,156000,
seq_850_4,360825,5865300,185669,1890600,7221,197600,9731,137100,9522,247500,
seq_850_5,360825,5845200,180715,1847200,7208,197400,8555,132800,9152,157700,
seq_850_6,360825,5981500,184028,1873900,7221,197300,8789,132900,9603,153300,
seq_850_7,360825,5930700,189476,2080300,7199,197200,9392,147300,8988,162500,
seq_850_8,360825,5968100,182111,1916700,7197,201200,9116,143600,8856,155800,
seq_850_9,360825,5998100,181575,1902900,7198,202200,8923,136600,9002,163300,
seq_850_10,360825,6102200,185941,1943500,7209,203300,9661,147800,8893,155500,
seq_850_11,360825,5933900,178655,1869400,7244,299800,8485,130900,8873,151300,
seq_850_12,360825,5916500,175950,1840300,7221,529000,9653,150000,9712,152600,
seq_850_13,360825,6079700,176532,1845300,7185,204100,8704,141300,9064,168400,
seq_850_14,360825,6008900,183901,1925200,7223,203800,8686,134500,8966,152500,
seq_850_15,360825,5924900,180040,1898100,7235,202800,9378,151200,9338,158300,
seq_850_16,360825,6004500,181062,1893100,7222,202200,8788,135500,8886,160900,
seq_850_17,360825,6009400,179347,1874100,7172,201000,8632,136900,8625,156300,
seq_850_18,360825,6003400,186816,2581300,7222,204100,9091,146200,9135,152000,
seq_850_19,360825,6018900,191511,2001000,7205,201200,8460,137000,9574,164600,
seq_850_20,360825,5949200,178976,1869400,7187,205200,9466,143300,8444,153900,
seq_850_21,360825,6095500,177672,1868300,7206,221700,8794,140000,9055,165200,
seq_850_22,360825,5963000,186548,1997300,7234,222700,10200,152600,10048,173400,
seq_850_23,360825,5905900,176178,1841400,7234,201100,9274,152000,8734,156600,
seq_850_24,360825,5937700,179414,1874700,7215,521700,9379,147500,8788,157200,
seq_850_25,360825,5939000,178691,1860700,7200,197000,8563,135300,9169,163300,
seq_850_26,360825,5772600,173680,1863700,7209,199600,8696,132300,8755,144800,
seq_850_27,360825,5851200,181478,1889000,7209,197700,8966,139500,8856,156500,
seq_850_28,360825,5926000,180711,1889700,7230,196600,8957,137800,9971,161800,
seq_850_29,360825,6017000,174052,1816700,7211,195200,10147,144400,8798,146100,
seq_850_30,360825,6479800,174983,1784000,7211,199200,8491,132400,8517,154600,
seq_850_31,360825,6089100,183096,1870100,7218,199300,8771,133400,9238,155100,
seq_850_32,360825,5915600,173970,1773400,7231,198300,8745,136900,9164,154900,
seq_850_33,360825,6320900,182908,2064000,7217,212200,8288,144200,9292,161700,
seq_850_34,360825,6140400,181897,1922800,7198,204400,9091,141600,8814,234600,
seq_850_35,360825,6073800,175577,1925600,7196,227700,9824,147100,9060,169100,
seq_850_36,360825,5797500,178791,1867600,7218,201800,8501,138200,8970,161400,
seq_850_37,360825,6009700,176533,1848500,7209,206000,8767,129200,9059,173600,
seq_850_38,360825,6002300,176718,1870700,7211,207400,8415,140300,9509,161800,
seq_850_39,360825,5867400,169980,1784100,7229,203900,8660,137200,8896,157800,
seq_850_40,360825,6114900,185609,1944700,7210,204700,9210,145900,10046,168500,
seq_850_41,360825,6059700,183305,2000300,7199,204400,10370,152500,8284,150500,
seq_850_42,360825,6052500,183498,1928000,7253,203100,9166,145500,9643,174600,
seq_850_43,360825,6039500,177081,1856000,7235,204800,9708,149700,8448,151100,
seq_850_44,360825,6208800,180822,1969000,7224,206600,8493,135400,9211,164300,
seq_850_45,360825,5970200,180445,1919200,7214,203800,9365,147400,9829,154400,
seq_850_46,360825,6047100,185107,1942600,7210,202600,8829,146300,8660,159000,
seq_850_47,360825,6387900,185034,1948800,7192,206400,8277,135900,9217,155400,
seq_850_48,360825,5917800,177039,1863600,7191,204000,10403,147200,9114,164700,
seq_850_49,360825,6052600,191108,1998900,7222,201100,9471,144200,8506,154400,
seq_850_50,360825,6756900,178512,1866300,7209,204000,9023,147800,9099,162000,
seq_850_51,360825,6342800,181902,2393800,7204,200700,9683,138500,9326,163200,
seq_850_52,360825,6009200,178692,1871100,7226,203000,8294,131400,9010,158300,
seq_850_53,360825,6025200,177483,1858400,7209,205100,9115,134200,8808,156600,
seq_850_54,360825,5947500,184744,1938500,7203,200800,9895,151600,10407,179500,
seq_850_55,360825,6152900,183134,1914300,7228,223100,8677,139800,8843,152200,
seq_850_56,360825,5891300,173119,1861700,7227,224800,8622,133900,8631,156200,
seq_850_57,360825,6423700,180365,1884900,7197,215500,9053,139600,10571,169900,
seq_850_58,360825,5995800,187209,1964500,7209,203300,8335,137000,8497,158100,
seq_850_59,360825,6140100,181806,1903200,7222,225700,8671,141400,8643,157400,
seq_850_60,360825,5899000,179427,1912300,7197,206300,9809,155100,8875,155600,
seq_850_61,360825,6014600,180648,1895400,7236,200700,8750,135900,8988,153500,
seq_850_62,360825,6003300,177452,1855100,7218,202700,8758,136700,9250,169100,
seq_850_63,360825,6199200,178870,1875300,7224,223300,8660,141300,7935,154600,
seq_850_64,360825,5958700,178594,1866900,7190,229300,8610,134400,9852,168200,
seq_850_65,360825,6034000,184212,1929900,7188,204000,9081,145800,8893,162300,
seq_850_66,360825,5965100,180518,1889300,7240,203400,8760,141100,8163,150200,
seq_850_67,360825,5975600,174803,1826800,7197,205000,9549,136200,8892,156700,
seq_850_68,360825,5956000,180748,1890200,7215,203900,9290,145700,8280,153300,
seq_850_69,360825,5868700,180074,1834300,7241,197300,9001,134100,9256,156800,
seq_850_70,360825,5963100,178811,1924300,7226,211500,9066,134100,9061,156900,
seq_850_71,360825,5982800,184470,1948800,7198,596600,9384,139300,9439,156800,
seq_850_72,360825,5856000,181206,1846600,7220,198400,8684,129900,9470,171800,
seq_850_73,360825,5917400,179733,1831200,7228,197900,9350,134600,9910,163000,
seq_850_74,360825,5925400,174614,1816000,7198,196100,8461,136000,9093,149100,
seq_850_75,360825,5895300,180726,1969200,7190,197700,9327,132100,11053,178300,
seq_850_76,360825,5896200,179238,1826800,7200,198300,9136,137000,8780,148700,
seq_850_77,360825,5896200,184567,1881300,7222,199900,9434,139700,8623,151400,
seq_850_78,360825,5800000,174993,1795300,7216,199300,9817,141800,8460,156600,
seq_850_79,360825,5885500,181508,1968200,7195,195700,8878,136800,9045,153800,
seq_850_80,360825,5829300,180691,1844900,7182,196000,8725,129600,9079,151800,
seq_850_81,360825,5909600,173574,1770100,7242,198300,9089,139200,8551,158800,
seq_850_82,360825,5952300,177229,1807300,7227,195500,8814,138400,8903,150200,
seq_850_83,360825,5996700,182760,1862600,7233,508600,8968,135400,8893,150900,
seq_850_84,360825,5797800,182610,1924700,7214,195600,9900,148700,8887,154600,
seq_850_85,360825,5983600,181373,1849200,7215,199500,8763,143700,8372,147800,
seq_850_86,360825,6052500,193426,2037800,7214,195900,8880,137500,9427,157700,
seq_850_87,360825,5801400,181245,1849200,7203,235000,8843,134800,8344,150600,
seq_850_88,360825,5793900,176151,1795200,7204,197300,8814,132200,8418,193500,
seq_850_89,360825,6050600,184616,1880200,7205,195600,9253,134300,9161,156500,
seq_850_90,360825,5895000,184039,1932600,7236,200800,11458,163000,8404,236100,
seq_850_91,360825,5794700,181760,1851700,7206,197000,9075,136900,8876,154200,
seq_850_92,360825,6059700,181073,1909200,7210,199400,11499,179300,9014,151400,
seq_850_93,360825,5877600,179828,1872200,7200,198800,9627,138100,9906,175400,
seq_850_94,360825,5815300,176840,1803200,7233,195700,9493,145400,8678,155900,
seq_850_95,360825,5957500,186373,1937100,7228,512900,8391,126800,8640,153100,
seq_850_96,360825,6016600,183995,1882300,7218,199000,9201,138700,9106,155400,
seq_850_97,360825,5738700,178586,2007000,7239,242000,8496,133700,9368,154000,
seq_850_98,360825,5835800,183588,1932800,7214,197200,8256,133700,9129,149500,
seq_850_99,360825,5866800,183598,1884700,7195,196000,10223,150200,8809,153500,
seq_900_0,404550,6656600,206028,2127900,7706,212600,10597,151700,10130,168800,
seq_900_1,404550,6642100,197117,2133300,7690,205800,9439,151000,9639,162600,
seq_900_2,404550,6559700,188406,1918900,7696,211300,9729,181100,9290,166600,
seq_900_3,404550,6722400,199249,2029400,7685,209200,9433,147300,9365,167100,
seq_900_4,404550,6695400,206896,2156200,7679,210200,9074,143300,9615,165200,
seq_900_5,404550,6574500,198028,2018300,7705,208700,10465,155000,9955,172800,
seq_900_6,404550,6666200,200717,2171300,7723,527200,9786,145100,9735,167300,
seq_900_7,404550,6626100,201130,2050300,7689,210400,9327,183900,10451,175200,
seq_900_8,404550,6609400,211591,2194000,7724,206800,10013,144800,9761,169000,
seq_900_9,404550,6945700,202184,2064300,7709,210300,10566,148100,9493,166100,
seq_900_10,404550,7141200,203354,2170600,7724,206900,9643,145600,10996,187000,
seq_900_11,404550,6905500,211190,2151200,7683,209400,9870,148900,9929,168200,
seq_900_12,404550,6523600,201609,2251500,7733,211100,9098,141600,9060,156900,
seq_900_13,404550,6507800,199207,2030800,7721,208700,10633,160300,9203,163300,
seq_900_14,404550,6618500,196961,2043900,7661,207800,8897,134100,10205,176200,
seq_900_15,404550,7233500,205965,2127700,7719,209400,9474,137800,9202,170000,
seq_900_16,404550,6745300,201062,2161200,7687,206100,11443,166000,9518,165100,
seq_900_17,404550,6576400,201104,2190600,7711,215000,9734,153500,9908,163900,
seq_900_18,404550,6689600,196659,2017400,7674,209600,9350,217000,9601,174500,
seq_900_19,404550,6679000,198364,2028900,7746,207600,9370,139400,8979,154600,
seq_900_20,404550,7016000,200258,2588800,7693,212400,8856,145500,10406,179300,
seq_900_21,404550,6601400,197612,2062500,7709,216900,9617,155600,8931,162700,
seq_900_22,404550,6564300,195908,1996000,7681,207600,9768,148100,9238,156400,
seq_900_23,404550,6578500,193025,1965100,7706,206200,9094,146400,9696,246200,
seq_900_24,404550,6586500,210944,2147300,7701,210400,9496,143700,9335,162700,
seq_900_25,404550,6636600,210850,2145900,7690,206800,10450,163400,9031,158200,
seq_900_26,404550,6921200,199086,2082200,7699,215400,9369,153300,9803,175400,
seq_900_27,404550,6906800,204585,2138500,7683,234100,11019,171200,9323,166600,
seq_900_28,404550,6703700,202457,2172900,7723,241500,9142,148400,9903,181100,
seq_900_29,404550,6533800,202037,2110000,7712,211800,11634,166200,9695,166000,
seq_900_30,404550,6714300,202216,2112000,7686,210200,9738,152200,9316,162200,
seq_900_31,404550,6952900,205188,2142500,7696,213800,9886,143200,9243,168600,
seq_900_32,404550,7344600,198704,2075000,7714,224900,9295,151000,9472,167200,
seq_900_33,404550,6763500,204893,2360600,7742,578400,8648,200300,9375,166400,
seq_900_34,404550,6811100,204115,2173900,7676,215800,9082,148000,8806,165000,
seq_900_35,404550,6797000,203235,2122100,7710,214100,8981,145100,9356,166000,
seq_900_36,404550,6704800,204658,2143800,7698,214900,9686,151400,9700,169000,
seq_900_37,404550,6802900,207351,2213700,7693,209000,9333,136700,9202,163900,
seq_900_38,404550,6626800,201705,2055400,7710,256600,11250,179100,10182,176700,
seq_900_39,404550,6561600,201411,2126100,7744,205500,9959,154800,9523,168000,
seq_900_40,404550,6459200,208986,2134100,7690,205600,9769,144300,9673,171100,
seq_900_41,404550,6679000,202089,2066500,7711,208800,9747,154200,9444,156300,
seq_900_42,404550,6875300,192366,1964700,7702,209400,9781,144400,9037,264600,
seq_900_43,404550,6684600,210629,2233400,7725,210300,9169,141500,10406,172000,
seq_900_44,404550,6642100,200105,2148900,7722,206800,9763,147900,10187,178800,
seq_900_45,404550,6716300,199494,2053100,7715,239400,8829,141700,10242,160300,
seq_900_46,404550,6528900,197076,2083100,7692,256500,9185,186600,9093,168400,
seq_900_47,404550,6708200,200132,2042100,7705,207200,8672,165100,9438,162900,
seq_900_48,404550,6815100,200402,2045400,7728,210500,10307,153500,9044,162700,
seq_900_49,404550,6564900,204252,2157700,7689,211600,9310,146800,9555,162500,
seq_900_50,404550,6610300,198601,2083100,7728,218100,11823,165200,10975,195000,
seq_900_51,404550,6793600,210029,2207100,7692,210200,9700,154500,10399,179000,
seq_900_52,404550,6692700,208317,2178000,7715,216500,10220,156100,9008,170100,
seq_900_53,404550,7782900,207854,2171300,7698,231700,9262,145600,9071,165900,
seq_900_54,404550,6784800,200794,2098700,7714,237300,9967,161700,9054,162800,
seq_900_55,404550,6662200,199911,2132900,7690,214800,10116,158400,10661,177700,
seq_900_56,404550,6705800,204977,2146000,7667,214300,9704,153000,9919,173100,
seq_900_57,404550,6862600,203541,2155600,7715,211400,9682,149900,10027,170900,
seq_900_58,404550,6887100,212851,2254500,7711,216300,10405,153400,10305,179400,
seq_900_59,404550,6626500,193036,2024300,7728,216100,9296,144500,9670,167800,
seq_900_60,404550,6664600,198660,2100000,7715,211500,9211,146900,9587,164200,
seq_900_61,404550,6597300,192141,2007200,7698,211300,10332,162100,10629,179900,
seq_900_62,404550,6806800,206239,2154900,7713,530100,9823,157500,8780,161600,
seq_900_63,404550,6963200,198727,2083600,7700,240400,10391,158300,9250,172200,
seq_900_64,404550,6966800,209225,2190900,7714,215600,9148,143300,10744,168600,
seq_900_65,404550,6736600,204184,2147800,7698,213500,10431,161600,10351,189000,
seq_900_66,404550,6634600,193501,2060200,7696,240200,9845,152900,9902,168700,
seq_900_67,404550,6680200,199460,2085400,7705,215800,8818,146600,9222,168500,
seq_900_68,404550,6662300,195278,2041600,7703,214400,9995,155900,9547,167100,
seq_900_69,404550,6898400,200495,2095500,7705,237600,9385,148100,9006,171100,
seq_900_70,404550,6890200,196224,2055100,7744,237500,9771,153900,9440,168600,
seq_900_71,404550,6781300,208961,2258300,7696,212700,9231,143400,9432,170800,
seq_900_72,404550,6648600,202846,2117500,7721,223000,8716,142600,9524,172100,
seq_900_73,404550,6745300,209251,2185500,7712,545900,10015,147000,9423,153500,
seq_900_74,404550,6903200,211847,2155700,7725,209300,9629,142100,10404,166000,
seq_900_75,404550,6918100,207629,2111100,7750,206000,9691,156500,8891,195100,
seq_900_76,404550,6553500,203513,2207100,7711,215200,9992,151700,11005,166500,
seq_900_77,404550,6545600,207469,2111700,7706,206300,9255,147900,10029,169500,
seq_900_78,404550,6699300,197773,2014800,7729,209800,9725,149000,9529,168000,
seq_900_79,404550,6901600,204708,2146700,7730,209600,10240,154900,11669,182500,
seq_900_80,404550,6728900,196424,2052000,7720,209900,9136,180700,9280,162400,
seq_900_81,404550,6593400,212250,2265200,7723,212000,9637,148100,9284,164300,
seq_900_82,404550,6769700,210800,2200900,7705,213600,10514,161300,9156,166200,
seq_900_83,404550,6741500,201924,2108600,7706,213200,9320,148200,8394,157500,
seq_900_84,404550,6956800,204914,2329500,7716,556400,8649,143600,11161,179100,
seq_900_85,404550,6685300,195778,2047000,7733,215200,10362,158600,9734,166800,
seq_900_86,404550,6671800,197040,2162500,7699,216000,9837,155100,10375,176500,
seq_900_87,404550,6714700,199912,2088900,7708,214300,9713,148100,10584,176000,
seq_900_88,404550,6733500,200002,2092400,7714,216900,9500,147000,9799,173800,
seq_900_89,404550,6577300,194214,1977500,7732,208700,9615,155300,9387,164700,
seq_900_90,404550,6550200,215434,2285600,7688,209900,9647,255800,10157,179300,
seq_900_91,404550,6518300,203729,2159600,7685,211300,10991,166300,9247,169300,
seq_900_92,404550,7133200,198989,2025300,7731,210300,9267,147700,9471,158700,
seq_900_93,404550,6642700,206474,2102700,7654,209100,9596,141100,10979,179500,
seq_900_94,404550,7211900,205294,2093200,7711,209600,9773,157700,9911,166800,
seq_900_95,404550,6717400,212698,2394800,7734,488100,9972,138300,9494,160600,
seq_900_96,404550,6522500,202809,2063900,7726,209500,9464,181800,9775,172700,
seq_900_97,404550,6717200,199906,2077100,7698,206200,9601,148200,9645,168900,
seq_900_98,404550,6683400,193666,1974500,7679,208000,9244,144700,10649,170100,
seq_900_99,404550,7423800,204254,2078200,7714,209200,10000,152900,9608,165000,
seq_950_0,450775,7457200,225208,2356800,8167,221900,11724,166800,10269,176200,
seq_950_1,450775,7493700,222754,2308400,8201,221500,11086,163500,10350,180800,
seq_950_2,450775,7394300,223462,2291600,8201,222100,9469,150700,10705,182900,
seq_950_3,450775,7404000,224099,2427600,8197,221700,10812,169800,10212,171700,
seq_950_4,450775,7421300,225253,2293800,8165,223500,9761,216500,10018,172800,
seq_950_5,450775,7556500,224979,2291500,8192,219800,9727,155200,10182,175900,
seq_950_6,450775,7438600,236808,2485000,8190,513100,10320,153000,9712,174800,
seq_950_7,450775,7606300,235693,2438100,8175,219800,9996,149800,9674,171600,
seq_950_8,450775,7480700,222808,2278300,8203,221900,10101,152800,9357,166100,
seq_950_9,450775,7991500,217855,2221900,8175,219900,10659,159800,10659,188600,
seq_950_10,450775,7515300,228515,2329900,8208,221100,9578,154500,10730,185300,
seq_950_11,450775,7887300,230400,2356200,8215,220300,10566,154100,11765,201400,
seq_950_12,450775,7370800,227411,2540300,8206,224000,10376,153600,11056,184300,
seq_950_13,450775,7259400,227047,2310200,8191,335900,10071,152200,12417,198800,
seq_950_14,450775,7456500,228557,2325200,8204,225900,9654,152100,9907,167800,
seq_950_15,450775,7489100,232296,2362900,8207,222900,9742,152600,10136,179000,
seq_950_16,450775,7443500,228727,2334100,8181,219700,10651,170300,11053,181800,
seq_950_17,450775,7774800,223321,2349100,8217,219600,10164,152800,10370,172600,
seq_950_18,450775,7575600,227895,2382900,8213,229200,10380,157100,9253,169800,
seq_950_19,450775,7392300,216143,2258500,8193,227400,10573,155000,9691,179100,
seq_950_20,450775,7747800,225480,2351600,8205,249300,9767,159300,10100,181700,
seq_950_21,450775,7615000,228588,2397700,8220,229900,9989,156700,11210,192600,
seq_950_22,450775,7655600,233950,2534600,8182,226500,10184,157000,9910,178700,
seq_950_23,450775,7515500,227240,2411100,8208,232000,10620,163500,9297,173700,
seq_950_24,450775,7513900,223731,2337400,8225,262700,10180,163100,9999,187500,
seq_950_25,450775,7367300,229430,2382800,8210,221600,10194,165200,10031,169200,
seq_950_26,450775,7579200,230014,2340200,8206,223400,9547,152200,9764,171000,
seq_950_27,450775,7637600,229691,2338800,8242,227600,9863,150800,10897,188900,
seq_950_28,450775,8350900,221138,2257600,8205,221600,10079,147900,11770,179600,
seq_950_29,450775,7526200,222629,2272100,8220,223400,10475,161200,9787,175500,
seq_950_30,450775,7519700,230902,2352200,8236,222500,9823,150000,9233,169200,
seq_950_31,450775,7371900,221464,2457100,8199,519700,9673,203200,11083,190900,
seq_950_32,450775,7656000,228676,2392300,8164,227700,10474,161300,10562,176800,
seq_950_33,450775,7507900,224008,2391200,8208,231700,10719,161300,11679,209200,
seq_950_34,450775,7513500,224937,2388400,8197,252100,10765,157300,10225,190400,
seq_950_35,450775,7489800,228414,2385000,8183,228400,10054,164200,10515,193300,
seq_950_36,450775,7416600,226163,2374000,8173,224700,10078,155900,9974,176200,
seq_950_37,450775,7530500,226276,2374900,8213,226100,8949,150200,10104,178200,
seq_950_38,450775,7512200,224277,2339900,8194,529000,10498,158100,10330,179300,
seq_950_39,450775,7493000,228016,2380000,8246,227600,9599,150700,9734,176800,
seq_950_40,450775,7594100,229801,2399600,8197,226800,10101,160000,9877,175100,
seq_950_41,450775,7612100,218098,2277200,8210,251100,9832,159300,10579,186500,
seq_950_42,450775,7677300,230520,2406300,8210,251000,9877,155000,11545,203300,
seq_950_43,450775,7497600,221446,2375000,8191,242300,10524,154500,10031,175400,
seq_950_44,450775,7690300,231385,2463400,8205,229200,10775,164800,11202,177100,
seq_950_45,450775,7474600,220969,2308100,8239,224000,10791,164500,10679,191300,
seq_950_46,450775,7501100,227901,2351100,8217,221200,10756,159000,10336,180100,
seq_950_47,450775,7620000,223554,2276000,8224,222800,11023,173100,10360,175000,
seq_950_48,450775,7478400,225167,2291100,8226,218500,9738,150000,9836,170000,
seq_950_49,450775,7089800,222236,2297300,8204,217400,10422,151600,10115,176200,
seq_950_50,450775,7477400,232104,2369000,8178,221700,10528,154200,10465,186300,
seq_950_51,450775,7421900,209851,2358300,8228,221300,9641,148600,10595,165500,
seq_950_52,450775,7727800,223191,2406800,8201,219200,10160,156000,10435,177600,
seq_950_53,450775,7423700,228571,2324100,8227,220300,9500,150800,10416,176000,
seq_950_54,450775,7455800,216340,2259600,8227,229300,10675,166900,11859,187700,
seq_950_55,450775,7408700,223258,2335200,8218,227900,9628,145200,10447,190100,
seq_950_56,450775,7406800,219957,2296400,8213,228400,10035,161600,11618,197900,
seq_950_57,450775,7605800,218573,2282500,8197,227200,11365,172800,9799,173400,
seq_950_58,450775,7522500,215450,2248900,8187,226800,9700,162100,11534,179700,
seq_950_59,450775,7696000,234114,2443200,8213,559900,11309,172200,10013,173300,
seq_950_60,450775,7420100,217904,2307200,8216,230500,11263,180100,10200,179600,
seq_950_61,450775,7344200,217362,2329100,8218,223500,9745,149600,9863,219700,
seq_950_62,450775,7305200,229315,2350800,8202,221800,11385,169100,9643,168400,
seq_950_63,450775,7379800,228570,2331000,8249,221300,11717,163700,10921,190900,
seq_950_64,450775,7745400,221086,2252300,8247,234100,9632,142300,10577,169200,
seq_950_65,450775,8206800,226884,2308600,8189,222100,10180,153300,10508,182900,
seq_950_66,450775,7633800,237200,2480400,8228,218000,9955,155900,11171,182600,
seq_950_67,450775,7711000,217789,2270100,8241,237300,10711,170100,10767,193300,
seq_950_68,450775,7476200,229555,2395900,8213,229200,11565,163600,10544,191000,
seq_950_69,450775,7463500,226895,2452400,8198,257100,10346,165600,10338,176600,
seq_950_70,450775,7451400,230536,2408900,8179,512100,9678,146200,10528,178300,
seq_950_71,450775,7490000,221107,2310800,8198,227200,10277,159900,9580,172600,
seq_950_72,450775,7579900,234544,2450100,8207,228900,10276,157600,9883,168900,
seq_950_73,450775,7587700,225002,2356000,8195,250800,9883,160300,10655,177600,
seq_950_74,450775,7428200,226012,2358300,8182,226200,9912,166800,9659,169200,
seq_950_75,450775,7711500,232774,2440900,8200,229500,10132,159500,9902,178700,
seq_950_76,450775,7529300,226736,2370300,8185,231400,9386,152500,10217,182200,
